0.000000000000000000e+00,2.268021453741398741e+00,2.182753625290986932e+00,2.235857665734611643e+00,1.849036434111450244e+00,1.828603862152698545e+00,1.732859741071432369e+00,1.841214336744693369e+00,2.017819392874279583e+00,1.766024679815380471e+00,1.670218954279906187e+00,1.823908740944318874e+00,1.820877004500536245e+00,1.580445631016205166e+00,1.647723059781101007e+00,1.933839263944886033e+00,1.863322860120455893e+00,1.452741734920745875e+00,1.973596312135500686e+00,1.790662443463197917e+00,1.831767795663070242e+00,1.622799477326199780e+00,2.201080323371304992e+00,2.015760547358540045e+00,2.145993140668020605e+00,1.715518910252832319e+00,1.599851442163480852e+00,1.895790748250444135e+00,2.230411895547490975e+00,1.693012858358554196e+00,1.623099404466506579e+00,1.765484982365655764e+00,1.052688366935309094e+00,1.198975659851086562e+00,1.066406958011195893e+00,1.825228499447819397e+00,1.030969117242072963e+00,9.312662040498462801e-01,1.306347315376926499e+00,1.083357186701761066e+00,1.035632726962211203e+00,8.114584323946811839e-01,1.156347200859924040e+00,1.191345694619495799e+00,9.570309266068198761e-01,1.030382628993720795e+00,1.121145747591160813e+00,1.059876090852238217e+00,9.479023314083059315e-01,9.349373542439383122e-01,1.330531404574694099e+00,1.465856807475510060e+00,9.767286575870118837e-01,9.904546820937696339e-01,9.147339681556512225e-01,9.904546820937696339e-01,9.826644376675177650e-01,1.187684173786041519e+00,1.218055760599217274e+00,1.357327094302718029e+00,1.472268751925250418e+00,9.767286575870118837e-01,1.349798205262461970e+00,1.798240182793075181e+00,1.369860929169145924e+00,7.749927311388138396e-01,5.190857562631985278e-01,1.479226435289895392e-01,6.963592814139439591e-02
2.268021453741398741e+00,0.000000000000000000e+00,1.942619052104542998e+00,1.820781920869745329e+00,1.534798381471962347e+00,1.578456492507270159e+00,1.446032623918197757e+00,1.534062912232851295e+00,1.510039632334182702e+00,1.373604870303020364e+00,1.265296459816752872e+00,1.356496967611164450e+00,1.261176639370607200e+00,1.194172353945655241e+00,1.346693064117119754e+00,1.292769573611870282e+00,1.193769670113464576e+00,9.611802685068789875e-01,1.118279106939557677e+00,9.885201823165699064e-01,1.013020509992510920e+00,1.049330403181069515e+00,1.289226921931460046e+00,1.152376984955239436e+00,1.195779365888065104e+00,1.091590504029444686e+00,8.557561081963134253e-01,1.060971411689840993e+00,1.375729862833243722e+00,1.144777196387279261e+00,1.162451842283162895e+00,1.074964761646461264e+00,4.895305127014824009e-01,6.083089406049639880e-01,5.228787452803376201e-01,1.030969117242072963e+00,5.520860163661237552e-01,5.693908745745942523e-01,6.939052882552423362e-01,6.036306783271931931e-01,5.625514500442887478e-01,4.792142442255062362e-01,6.900676095403994736e-01,6.129373447870348768e-01,4.600039856724513210e-01,5.340629122328512945e-01,5.876621706273198464e-01,5.322187715344809389e-01,5.503169936272771512e-01,5.777914166010256203e-01,6.622101714804962125e-01,7.113792623178387675e-01,5.015950241028630519e-01,4.771212547196624354e-01,4.686469471759575622e-01,5.094557723109053304e-01,7.577480048892049069e-01,9.305282353388830696e-01,7.351821769904635095e-01,7.113792623178387675e-01,8.210671093325948577e-01,4.600039856724513210e-01,6.756986619230308522e-01,1.008106234282568625e+00,7.150339359066190115e-01,4.511855206252627370e-01,2.683608789106130543e-01,6.963592814139439591e-02,1.240925798181993084e-02
2.182753625290986932e+00,1.942619052104542998e+00,0.000000000000000000e+00,2.245441137799674802e+00,1.581436794204662544e+00,1.579452200582490251e+00,1.446257938829556666e+00,1.565642527021430697e+00,1.446708218270518431e+00,1.345274263502415746e+00,1.297871476419151460e+00,1.347259289075950051e+00,1.299769343162237245e+00,1.113943352306836720e+00,1.167188864260061854e+00,1.214613514188199961e+00,1.151489764050346087e+00,1.069099430875017021e+00,1.259794635079801717e+00,1.081795910669532290e+00,1.141154280846490954e+00,1.137500888266018029e+00,1.324908433244700534e+00,1.268021453741398741e+00,1.198178789018519597e+00,1.217293171321797152e+00,1.157224563748020074e+00,1.405180498292766478e+00,1.727941821644336517e+00,9.342056026270072477e-01,8.927396744494834335e-01,8.191623059198570589e-01,5.247628891548890007e-01,5.228787452803376201e-01,5.285068302887636627e-01,1.115875700241807600e+00,5.811066577525025867e-01,6.175169423917877820e-01,9.429062839152134723e-01,6.716959194693568058e-01,5.710840325940392814e-01,5.171767664558674094e-01,7.126009072356198626e-01,5.860325458938115961e-01,5.015950241028630519e-01,5.395488102108823014e-01,5.431679518376130167e-01,5.075038837133832859e-01,4.600039856724513210e-01,5.431679518376130167e-01,6.580805573359596039e-01,6.730342702416191036e-01,5.322187715344809389e-01,5.133334273741071430e-01,4.750181296318981006e-01,4.556171354243376270e-01,5.957198132969434567e-01,7.432142721744533498e-01,6.848973760743092276e-01,6.926298263049998072e-01,7.293526333297396524e-01,5.113989275969075265e-01,8.295368259527448052e-01,1.238518814546901270e+00,6.649415923199257783e-01,3.941470196548985117e-01,2.850025502298305091e-01,3.621217265444470756e-02,0.000000000000000000e+00
2.235857665734611643e+00,1.820781920869745329e+00,2.245441137799674802e+00,0.000000000000000000e+00,2.021848183314783665e+00,1.859425485937112210e+00,1.709417454433489914e+00,1.796936144796396517e+00,1.647439670223310948e+00,1.546399591665964746e+00,1.487486770191496221e+00,1.541000088025574533e+00,1.481920137601431042e+00,1.333169718687301275e+00,1.324013902584670666e+00,1.406663577076894489e+00,1.411326857346669739e+00,1.366896450205406843e+00,1.990325983179832336e+00,1.344989946319165908e+00,1.359257908136146220e+00,1.323715315785763735e+00,1.569730034671412255e+00,1.671695919469356806e+00,1.831860504486541696e+00,1.355942666984669254e+00,1.443999512097389415e+00,1.771171933926889874e+00,2.180391859658595610e+00,9.320029209048888985e-01,8.829615244752913039e-01,9.312662040498462801e-01,6.004836030930073010e-01,6.382721639824070481e-01,6.511093886875792824e-01,1.344989946319165908e+00,7.477382139344996848e-01,9.479023314083059315e-01,1.400200002402936184e+00,9.930206835432463519e-01,7.174534100300319350e-01,6.482892847399311931e-01,7.511005105884523969e-01,6.809789030384634234e-01,5.503169936272771512e-01,6.411578522198952967e-01,5.625514500442887478e-01,6.250438982486520301e-01,5.358992552728485403e-01,5.957198132969434567e-01,7.642952818829269468e-01,9.500260250381613591e-01,6.083089406049639880e-01,9.177870175085927062e-01,6.566952468091931117e-01,6.676559416676167702e-01,7.113792623178387675e-01,9.275637563751442105e-01,9.023025081145297221e-01,9.393021596463883016e-01,6.939052882552423362e-01,6.190328059967370455e-01,1.099170006738954930e+00,1.751212140066487288e+00,5.957198132969434567e-01,4.041889579490390849e-01,2.218487496163563388e-01,3.038262899372091638e-02,1.240925798181993084e-02
1.849036434111450244e+00,1.534798381471962347e+00,1.581436794204662544e+00,2.021848183314783665e+00,0.000000000000000000e+00,1.647864685245230110e+00,1.415698986371718426e+00,1.560305243220961202e+00,1.427617804702986160e+00,1.247154614881126555e+00,1.236697870655275366e+00,1.303227370336029534e+00,1.280736684224528465e+00,1.102165152968314521e+00,1.125881830316374010e+00,1.179018628226250254e+00,1.128230643407241773e+00,1.076022726802795093e+00,1.147474686313509906e+00,1.000000000000000000e+00,1.015456951063825386e+00,1.019086173982173715e+00,1.229336771008906481e+00,1.131032553009244657e+00,1.133353747641809184e+00,1.069635928141394521e+00,1.002510379717599598e+00,1.287931486274753512e+00,1.543348119640198357e+00,7.599414160258597395e-01,7.089256146505672485e-01,7.234437737192194184e-01,4.643469666832335530e-01,5.075038837133832859e-01,5.909031892651526174e-01,9.686859373315980237e-01,6.594614630523452092e-01,7.686059324774132673e-01,8.771542528975437847e-01,7.174534100300319350e-01,5.659846258826827237e-01,4.792142442255062362e-01,6.250438982486520301e-01,4.935893691783500015e-01,4.534069806192207452e-01,4.686469471759575622e-01,4.729047703184989793e-01,6.067551125363422893e-01,4.017001575453444384e-01,4.707810766886433851e-01,6.036306783271931931e-01,6.482892847399311931e-01,4.376127134359887871e-01,5.228787452803376201e-01,4.421842765104722073e-01,4.421842765104722073e-01,4.935893691783500015e-01,7.432142721744533498e-01,6.553055032811875291e-01,6.690067809585755754e-01,5.094557723109053304e-01,4.511855206252627370e-01,8.191623059198570589e-01,1.107111612840313342e+00,5.055431829478553851e-01,3.164869467278065840e-01,2.683608789106130543e-01,3.038262899372091638e-02,1.240925798181993084e-02
1.828603862152698545e+00,1.578456492507270159e+00,1.579452200582490251e+00,1.859425485937112210e+00,1.647864685245230110e+00,0.000000000000000000e+00,2.031086319909604754e+00,1.911967751912499347e+00,1.709048626825841799e+00,1.586685129761008062e+00,1.559438214620145757e+00,1.576625077371980321e+00,1.446257938829556666e+00,1.447831878617674928e+00,1.327284879567853793e+00,1.385165720635608722e+00,1.279746274486506685e+00,1.321018756355311297e+00,1.316486946727806417e+00,1.239245059669155324e+00,1.448280529981855524e+00,1.481504942080416498e+00,1.300400126834351688e+00,1.202543594420969697e+00,1.297237006646842161e+00,1.201357536837455831e+00,8.927396744494834335e-01,1.098668801280091367e+00,1.424076378594576253e+00,8.441979475015942702e-01,7.511005105884523969e-01,7.976388056161101137e-01,5.449662752431759793e-01,6.926298263049998072e-01,6.235489071617007495e-01,1.125881830316374010e+00,5.777914166010256203e-01,6.454507486095305557e-01,7.113792623178387675e-01,6.067551125363422893e-01,6.951770153188796542e-01,5.556025900889609570e-01,7.064580257285687503e-01,6.580805573359596039e-01,5.133334273741071430e-01,6.324426203216831910e-01,7.621238049494929445e-01,4.812971953737987252e-01,4.812971953737987252e-01,4.956046604136756240e-01,7.138191253749378573e-01,7.316938491446421944e-01,4.353087585264245329e-01,4.665022787093683898e-01,4.259687322722812142e-01,5.322187715344809389e-01,5.625514500442887478e-01,6.703534315938476373e-01,6.756986619230308522e-01,7.522155162892438796e-01,6.580805573359596039e-01,4.444521379662942917e-01,6.144692493097824171e-01,1.017879799645627248e+00,6.083089406049639880e-01,3.486716300992077633e-01,2.025435944209697248e-01,4.196450154353603690e-02,2.447376938320059911e-02
1.732859741071432369e+00,1.446032623918197757e+00,1.446257938829556666e+00,1.709417454433489914e+00,1.415698986371718426e+00,2.031086319909604754e+00,0.000000000000000000e+00,2.029795347657570304e+00,1.749758714005431370e+00,1.461093809285511691e+00,1.429026328581642247e+00,1.436462263804556327e+00,1.328763581990274778e+00,1.236332763881436314e+00,1.247510739937492952e+00,1.369592265701311984e+00,1.232664714357833757e+00,1.137959246600811047e+00,1.111028613299619439e+00,1.020289206557275508e+00,1.105139784336516495e+00,1.154587139760356429e+00,1.217293171321797152e+00,1.106126817674792706e+00,1.120192301583838201e+00,1.008723568404856774e+00,8.729581383039357600e-01,1.029207271085786246e+00,1.316486946727806417e+00,7.823271910377799232e-01,7.281772754218049926e-01,7.269987279362623012e-01,5.209863916026327146e-01,5.590909179347822722e-01,4.140039402426378690e-01,9.542425094393248708e-01,4.556171354243376270e-01,5.247628891548890007e-01,5.973135563035006923e-01,5.322187715344809389e-01,5.608246307437828593e-01,4.421842765104722073e-01,6.397174048565880122e-01,5.055431829478553851e-01,3.625480335831961498e-01,3.864601909886075659e-01,4.621809049267258662e-01,4.376127134359887871e-01,4.329925157992436380e-01,4.750181296318981006e-01,6.663008875826507138e-01,7.386427090999700962e-01,4.399045102155735854e-01,3.786348534766509344e-01,3.255037650471818145e-01,3.966793561702935955e-01,4.729047703184989793e-01,6.690067809585755754e-01,6.594614630523452092e-01,7.064580257285687503e-01,4.812971953737987252e-01,4.041889579490390849e-01,6.848973760743092276e-01,8.695718093974573737e-01,5.449662752431759793e-01,3.372421683184259056e-01,2.256088984896631455e-01,2.447376938320059911e-02,2.447376938320059911e-02
1.841214336744693369e+00,1.534062912232851295e+00,1.565642527021430697e+00,1.796936144796396517e+00,1.560305243220961202e+00,1.911967751912499347e+00,2.029795347657570304e+00,0.000000000000000000e+00,2.766897568858357470e+00,2.199929978818282894e+00,2.121716812080942205e+00,2.184979301797631113e+00,1.874389370808406508e+00,1.697583085084758192e+00,1.583248072394455086e+00,1.637692718290173488e+00,1.386718622702215686e+00,1.181512191910452536e+00,1.190128614471522628e+00,1.102662341897147735e+00,1.260486186948702292e+00,1.300715175438594384e+00,1.324908433244700534e+00,1.165042075499655105e+00,1.183579280448231241e+00,1.151933601065882495e+00,9.077851082003234318e-01,1.113943352306836720e+00,1.529065648056497251e+00,1.062063977000413662e+00,9.479023314083059315e-01,8.886921662913011000e-01,5.322187715344809389e-01,7.039763362219245701e-01,5.113989275969075265e-01,1.077078120959860552e+00,5.431679518376130167e-01,5.247628891548890007e-01,6.635780292471773478e-01,4.421842765104722073e-01,6.159957692712548782e-01,5.055431829478553851e-01,7.374922594685375810e-01,7.454821336302754897e-01,5.556025900889609570e-01,5.957198132969434567e-01,7.076935727408756316e-01,4.833702039966639719e-01,4.621809049267258662e-01,5.358992552728485403e-01,7.555434596381713774e-01,6.440244928714984329e-01,3.733385136667024540e-01,4.686469471759575622e-01,3.625480335831961498e-01,4.643469666832335530e-01,5.377278663192566199e-01,6.770247529744237713e-01,6.411578522198952967e-01,6.608379918811484455e-01,7.258169735148339852e-01,3.864601909886075659e-01,6.004836030930073010e-01,9.479023314083059315e-01,6.676559416676167702e-01,3.401278565559140987e-01,1.342787628624433627e-01,1.848340569401313305e-02,3.038262899372091638e-02
2.017819392874279583e+00,1.510039632334182702e+00,1.446708218270518431e+00,1.647439670223310948e+00,1.427617804702986160e+00,1.709048626825841799e+00,1.749758714005431370e+00,2.766897568858357470e+00,0.000000000000000000e+00,2.548059897752286140e+00,2.231410486663319759e+00,2.070546455229850036e+00,1.894909744849947453e+00,1.762014945572584201e+00,1.869826701989281581e+00,1.895550651783311835e+00,1.532957367770160673e+00,1.373871063680587090e+00,1.397436186710773187e+00,1.277758653250993026e+00,1.340989837285931463e+00,1.398694647405619218e+00,1.603316995047464832e+00,1.375994757310442518e+00,1.403940718741421234e+00,1.595879451042502284e+00,1.314050505656492174e+00,1.445807192051260515e+00,1.857594672401743807e+00,1.685027384900875891e+00,1.391344288131790341e+00,1.358982602591647604e+00,6.220487520192925501e-01,8.378445188876112448e-01,5.625514500442887478e-01,1.234502611649645587e+00,5.794522005824901401e-01,6.235489071617007495e-01,6.730342702416191036e-01,5.957198132969434567e-01,6.525126030970174185e-01,5.892857032915335136e-01,8.779886325622691112e-01,9.464807442735116982e-01,6.265337607111629570e-01,6.608379918811484455e-01,7.986406387752553737e-01,6.114000175821058258e-01,6.482892847399311931e-01,5.989014720831326022e-01,8.513469892912582937e-01,8.468926478650083967e-01,4.665022787093683898e-01,4.578160995242758213e-01,4.188294841319292194e-01,4.665022787093683898e-01,5.538478625224103613e-01,6.265337607111629570e-01,6.098572291678244772e-01,7.577480048892049069e-01,1.054357662322592759e+00,5.827548361325757265e-01,7.222522929118007085e-01,1.132426758000849798e+00,9.813523687483849400e-01,3.812589973027997736e-01,2.256088984896631455e-01,9.056983497703738339e-02,1.848340569401313305e-02
1.766024679815380471e+00,1.373604870303020364e+00,1.345274263502415746e+00,1.546399591665964746e+00,1.247154614881126555e+00,1.586685129761008062e+00,1.461093809285511691e+00,2.199929978818282894e+00,2.548059897752286140e+00,0.000000000000000000e+00,2.376127143984811063e+00,2.167745295446881659e+00,1.988778614030177971e+00,1.790458549336493510e+00,1.845367704401625231e+00,1.736223234976557173e+00,1.355109887281931602e+00,1.209980995791094749e+00,1.243936279579194837e+00,1.158537293660057976e+00,1.256320260694499868e+00,1.342994497207517179e+00,1.456057819867937031e+00,1.266320337262076379e+00,1.318002810332755903e+00,1.286632174963338704e+00,1.051571928063658845e+00,1.199771071212447415e+00,1.534798381471962347e+00,1.151489764050346087e+00,1.113943352306836720e+00,1.370129426538998274e+00,4.578160995242758213e-01,5.876621706273198464e-01,4.353087585264245329e-01,1.014849121038919000e+00,5.133334273741071430e-01,4.665022787093683898e-01,5.860325458938115961e-01,4.833702039966639719e-01,5.395488102108823014e-01,4.600039856724513210e-01,7.281772754218049926e-01,6.114000175821058258e-01,4.915646826119355328e-01,6.067551125363422893e-01,6.676559416676167702e-01,5.247628891548890007e-01,4.956046604136756240e-01,5.247628891548890007e-01,5.941202001371503894e-01,5.957198132969434567e-01,3.864601909886075659e-01,4.353087585264245329e-01,4.066635770768944891e-01,4.556171354243376270e-01,4.874867701914961104e-01,6.743685093306837075e-01,6.324426203216831910e-01,5.892857032915335136e-01,6.887808101340832101e-01,4.421842765104722073e-01,6.114000175821058258e-01,9.015135987569885545e-01,6.144692493097824171e-01,3.915998306410186647e-01,2.580609222708011297e-01,5.877800055318610495e-02,0.000000000000000000e+00
